season,player_id,player,team,gp,mpg,ppg,rpg,apg,spg,bpg,jersey,all_nba,all_defense,champion,mvp,dpoy,roy
2025-26,1629111,Jock Landale,MEM,45,23.6,11.3,6.5,1.7,0.6,0.5,31,,,False,False,False,False
2025-26,1629723,John Konchar,MEM,30,14.5,3.2,3.1,1.3,1.0,0.4,46,,,False,False,False,False
2025-26,203484,Kentavious Caldwell-Pope,MEM,51,21.3,8.4,2.5,2.7,0.8,0.2,3,,,False,False,False,False
2025-26,1641765,Olivier-Maxence Prosper,MEM,53,18.6,10.0,3.5,1.0,0.8,0.2,18,,,False,False,False,False
2025-26,1641712,Rayan Rupert,MEM,16,31.0,12.2,6.4,2.1,1.6,0.4,32,,,False,False,False,False
2025-26,1630583,Santi Aldama,MEM,43,27.9,14.0,6.7,2.9,0.9,0.7,7,,,False,False,False,False
2025-26,1641707,Taylor Hendricks,MEM,26,24.1,10.6,4.7,1.2,1.4,0.8,22,,,False,False,False,False
2025-26,1629660,Ty Jerome,MEM,15,22.6,19.7,2.8,5.7,1.1,0.3,2,,,False,False,False,False
2025-26,1631246,Vince Williams Jr.,MEM,34,21.6,8.0,4.0,4.4,0.8,0.4,5,,,False,False,False,False
2025-26,1642383,Walter Clayton Jr.,MEM,24,25.0,9.7,2.1,5.7,0.8,0.3,4,,,False,False,False,False
2025-26,203952,Andrew Wiggins,MIA,68,30.3,15.4,4.8,2.7,1.1,1.0,22,,,False,False,False,False
2025-26,1628389,Bam Adebayo,MIA,73,32.4,20.1,10.0,3.2,1.2,0.7,13,,2,False,False,False,False
2025-26,1630558,Davion Mitchell,MIA,70,28.6,9.3,2.7,6.5,1.0,0.2,45,,,False,False,False,False
2025-26,1630696,Dru Smith,MIA,70,16.3,5.6,2.5,2.6,1.4,0.3,12,,,False,False,False,False
2025-26,1631170,Jaime Jaquez Jr.,MIA,75,28.3,15.4,5.0,4.7,0.7,0.3,11,,,False,False,False,False
2025-26,1642857,Kasparas Jakučionis,MIA,53,17.8,6.2,2.6,2.6,0.6,0.1,25,,,False,False,False,False
2025-26,1642276,Kel'el Ware,MIA,77,22.1,11.1,9.0,0.7,0.8,1.1,7,,,False,False,False,False
2025-26,1631107,Nikola Jović,MIA,47,17.2,7.3,3.3,2.2,0.6,0.4,5,,,False,False,False,False
2025-26,1626181,Norman Powell,MIA,58,29.6,21.7,3.5,2.5,1.1,0.2,24,,,False,False,False,False
2025-26,1641796,Pelle Larsson,MIA,70,26.4,11.4,3.5,3.4,0.7,0.2,9,,,False,False,False,False
2025-26,1631323,Simone Fontecchio,MIA,70,16.8,8.5,3.0,1.4,0.5,0.1,0,,,False,False,False,False
2025-26,1629639,Tyler Herro,MIA,33,31.3,20.5,4.8,4.1,0.7,0.4,14,,,False,False,False,False
2025-26,1631260,AJ Green,MIL,78,29.1,10.4,2.7,1.9,0.5,0.1,20,,,False,False,False,False
2025-26,1626171,Bobby Portis,MIL,67,24.2,13.7,6.4,1.6,0.6,0.2,9,,,False,False,False,False
2025-26,1630560,Cam Thomas,MIL,18,16.6,10.7,1.6,1.9,0.3,0.1,24,,,False,False,False,False
2025-26,1630175,Cole Anthony,MIL,35,15.0,6.7,2.5,3.5,0.6,0.3,50,,,False,False,False,False
2025-26,203914,Gary Harris,MIL,48,13.8,2.7,1.3,1.1,0.6,0.2,11,,,False,False,False,False
2025-26,1629018,Gary Trent Jr.,MIL,65,21.2,8.1,1.0,1.2,0.5,0.0,5,,,False,False,False,False
2025-26,203507,Giannis Antetokounmpo,MIL,36,28.9,27.6,9.8,5.4,0.9,0.7,34,,,False,False,False,False
2025-26,1630579,Jericho Sims,MIL,67,19.7,5.0,5.5,1.6,0.3,0.3,0,,,False,False,False,False
2025-26,1629645,Kevin Porter Jr.,MIL,38,33.2,17.4,5.2,7.4,2.2,0.5,7,,,False,False,False,False
2025-26,1628398,Kyle Kuzma,MIL,69,26.2,13.0,4.5,2.7,0.7,0.4,18,,,False,False,False,False
2025-26,1626167,Myles Turner,MIL,71,26.9,11.9,5.3,1.5,0.7,1.6,3,,,False,False,False,False
2025-26,1631172,Ousmane Dieng,MIL,30,26.8,11.0,4.6,3.6,0.8,0.3,21,,,False,False,False,False
2025-26,1631250,Pete Nance,MIL,47,15.7,5.4,2.7,1.0,0.3,0.3,35,,,False,False,False,False
2025-26,1631157,Ryan Rollins,MIL,74,32.1,17.3,4.6,5.6,1.5,0.4,13,,,False,False,False,False
2025-26,1627752,Taurean Prince,MIL,26,23.5,9.2,3.1,1.8,0.6,0.2,12,,,False,False,False,False
2025-26,1630162,Anthony Edwards,MIN,61,35.0,28.8,5.0,3.7,1.4,0.8,5,,,False,False,False,False
2025-26,1630245,Ayo Dosunmu,MIN,24,28.9,14.4,4.2,3.5,1.0,0.2,13,,,False,False,False,False
2025-26,1630538,Bones Hyland,MIN,71,16.6,8.5,1.8,2.6,0.6,0.2,8,,,False,False,False,False
2025-26,1628978,Donte DiVincenzo,MIN,82,30.4,12.2,4.1,3.8,1.3,0.4,0,,,False,False,False,False
2025-26,1630183,Jaden McDaniels,MIN,73,31.7,14.8,4.2,2.7,1.1,1.0,3,,,False,False,False,False
2025-26,1641740,Jaylen Clark,MIN,68,13.1,4.0,1.8,0.6,0.7,0.1,22,,,False,False,False,False
2025-26,203944,Julius Randle,MIN,79,33.0,21.1,6.7,5.0,1.1,0.2,30,,,False,False,False,False
2025-26,203937,Kyle Anderson,MIN,19,19.1,4.6,3.7,3.3,0.8,0.6,12,,,False,False,False,False
2025-26,201144,Mike Conley,MIN,54,18.4,4.5,1.7,2.9,0.6,0.3,10,,,False,False,False,False
2025-26,1629675,Naz Reid,MIN,77,26.1,13.6,6.2,2.2,1.0,1.0,11,,,False,False,False,False
2025-26,203497,Rudy Gobert,MIN,76,31.3,10.9,11.5,1.7,0.8,1.6,27,,1,False,False,False,False
2025-26,1630545,Terrence Shannon Jr.,MIN,43,12.5,5.6,1.1,0.9,0.3,0.0,1,,,False,False,False,False
2025-26,1631121,Bryce McGowens,NOP,42,21.0,8.1,2.1,1.5,0.6,0.2,11,,,False,False,False,False
2025-26,1642852,Derik Queen,NOP,81,25.0,11.7,7.1,3.7,1.0,0.9,22,,,False,False,False,False
2025-26,1630529,Herbert Jones,NOP,56,28.4,8.9,3.4,2.8,1.6,0.5,2,,,False,False,False,False
2025-26,1642847,Jeremiah Fears,NOP,82,25.8,14.3,3.7,3.4,1.2,0.4,0,,,False,False,False,False
2025-26,1641722,Jordan Hawkins,NOP,51,13.6,5.1,1.7,0.8,0.3,0.2,24,,,False,False,False,False
2025-26,1629673,Jordan Poole,NOP,39,23.9,13.4,2.0,3.1,0.6,0.4,3,,,False,False,False,False
2025-26,1630631,Jose Alvarado,NOP,41,21.9,7.9,2.8,3.1,0.9,0.1,15,,,False,False,False,False
2025-26,1631255,Karlo Matković,NOP,62,14.7,5.7,3.7,0.8,0.4,0.9,17,,,False,False,False,False
2025-26,1626172,Kevon Looney,NOP,21,14.6,2.8,5.6,1.6,0.4,0.5,55,,,False,False,False,False
2025-26,1642877,Micah Peavy,NOP,61,15.0,4.3,1.9,1.0,0.7,0.1,14,,,False,False,False,False
2025-26,1630180,Saddiq Bey,NOP,72,31.2,17.7,5.6,2.5,0.9,0.1,41,,,False,False,False,False
2025-26,1630530,Trey Murphy III,NOP,66,35.5,21.5,5.7,3.8,1.5,0.4,25,,,False,False,False,False
2025-26,1642274,Yves Missi,NOP,66,19.7,5.7,5.8,1.3,0.3,1.5,21,,,False,False,False,False
2025-26,1629627,Zion Williamson,NOP,62,29.7,21.0,5.7,3.2,1.0,0.5,1,,,False,False,False,False
2025-26,1628973,Jalen Brunson,NYK,74,35.0,26.0,3.3,6.8,0.8,0.1,11,2,,True,False,False,False
2025-26,203903,Jordan Clarkson,NYK,72,17.8,8.6,1.8,1.3,0.4,0.1,0,,,True,False,False,False
2025-26,1630631,Jose Alvarado,NYK,28,16.9,6.6,2.0,3.8,1.0,0.1,5,,,True,False,False,False
2025-26,1628404,Josh Hart,NYK,66,30.2,12.0,7.4,4.8,1.1,0.3,3,,,True,False,False,False
2025-26,1626157,Karl-Anthony Towns,NYK,75,31.0,20.1,11.9,3.0,0.9,0.5,32,,,True,False,False,False
2025-26,1629013,Landry Shamet,NYK,51,23.0,9.3,1.8,1.4,0.6,0.2,44,,,True,False,False,False
2025-26,1628969,Mikal Bridges,NYK,82,32.8,14.4,3.8,3.7,1.3,0.8,25,,,True,False,False,False
2025-26,1630540,Miles McBride,NYK,41,26.3,12.0,2.4,2.6,0.9,0.2,2,,,True,False,False,False
2025-26,1629011,Mitchell Robinson,NYK,60,19.6,5.7,8.8,0.9,0.9,1.2,23,,,True,False,False,False
2025-26,1628384,OG Anunoby,NYK,67,33.2,16.7,5.2,2.2,1.6,0.7,8,,2,True,False,False,False
2025-26,1642278,Tyler Kolek,NYK,62,11.7,4.4,1.6,2.7,0.4,0.1,13,,,True,False,False,False
2025-26,1630598,Aaron Wiggins,OKC,65,21.8,9.4,3.1,1.7,0.9,0.4,21,,,False,False,False,False
2025-26,1642349,Ajay Mitchell,OKC,57,25.8,13.6,3.3,3.6,1.2,0.3,25,,,False,False,False,False
2025-26,1627936,Alex Caruso,OKC,56,18.2,6.2,2.8,2.0,1.3,0.3,9,,,False,False,False,False
2025-26,1642382,Branden Carlson,OKC,42,11.6,5.8,3.0,0.7,0.2,0.6,15,,,False,False,False,False
2025-26,1641717,Cason Wallace,OKC,77,26.6,8.6,3.1,2.6,1.9,0.4,22,,2,False,False,False,False
2025-26,1631096,Chet Holmgren,OKC,69,28.9,17.1,8.9,1.7,0.6,1.9,7,3,1,False,False,False,False
2025-26,1628392,Isaiah Hartenstein,OKC,47,24.2,9.2,9.4,3.5,1.0,0.8,55,,,False,False,False,False
2025-26,1630198,Isaiah Joe,OKC,71,21.2,11.1,2.5,1.3,0.7,0.2,11,,,False,False,False,False
2025-26,1631114,Jalen Williams,OKC,33,28.4,17.1,4.6,5.5,1.2,0.3,8,,,False,False,False,False
2025-26,1642272,Jared McCain,OKC,30,18.0,10.4,2.1,0.9,0.4,0.1,3,,,False,False,False,False
2025-26,1631119,Jaylin Williams,OKC,65,19.7,7.2,5.5,2.4,0.5,0.6,6,,,False,False,False,False
2025-26,1629026,Kenrich Williams,OKC,56,15.3,6.5,3.3,1.4,0.6,0.1,34,,,False,False,False,False
2025-26,1629652,Luguentz Dort,OKC,69,26.8,8.3,3.6,1.2,0.9,0.4,5,,,False,False,False,False
2025-26,1631172,Ousmane Dieng,OKC,27,10.9,3.7,1.6,1.0,0.1,0.3,13,,,False,False,False,False
2025-26,1628983,Shai Gilgeous-Alexander,OKC,68,33.2,31.1,4.3,6.6,1.4,0.8,2,1,,False,True,False,False
2025-26,1641710,Anthony Black,ORL,64,29.8,15.0,3.8,3.7,1.4,0.7,0,,,False,False,False,False
2025-26,1630217,Desmond Bane,ORL,82,33.6,20.1,4.1,4.1,1.0,0.5,3,,,False,False,False,False
2025-26,1630532,Franz Wagner,ORL,34,30.0,20.6,5.2,3.3,0.9,0.3,22,,,False,False,False,False
2025-26,1629048,Goga Bitadze,ORL,64,15.2,5.9,5.0,1.3,0.6,1.0,35,,,False,False,False,False
2025-26,1630591,Jalen Suggs,ORL,57,27.6,13.8,3.9,5.5,1.8,0.7,4,,,False,False,False,False
2025-26,1631288,Jamal Cain,ORL,40,12.1,5.4,1.9,0.7,0.3,0.1,8,,,False,False,False,False
2025-26,1642859,Jase Richardson,ORL,54,10.9,4.4,1.2,1.1,0.4,0.0,11,,,False,False,False,False
2025-26,1641724,Jett Howard,ORL,55,12.6,5.5,1.6,0.8,0.2,0.2,13,,,False,False,False,False
2025-26,1628975,Jevon Carter,ORL,30,20.4,7.2,2.1,2.3,0.9,0.3,2,,,False,False,False,False
2025-26,1628371,Jonathan Isaac,ORL,52,10.0,2.6,2.5,0.4,0.4,0.6,1,,,False,False,False,False
2025-26,1629021,Moritz Wagner,ORL,36,11.9,6.9,3.2,0.8,0.4,0.1,21,,,False,False,False,False
2025-26,1642869,Noah Penda,ORL,59,12.8,3.8,3.2,1.2,0.5,0.3,93,,,False,False,False,False
2025-26,1631094,Paolo Banchero,ORL,72,34.7,22.2,8.4,5.2,0.7,0.6,5,,,False,False,False,False
2025-26,1641783,Tristan da Silva,ORL,77,24.7,9.9,3.7,1.6,0.9,0.3,23,,,False,False,False,False
2025-26,1626145,Tyus Jones,ORL,48,15.7,3.0,1.1,2.4,0.7,0.1,2,,,False,False,False,False
2025-26,1628976,Wendell Carter Jr.,ORL,78,29.3,11.8,7.4,2.0,0.8,0.6,34,,,False,False,False,False
2025-26,1641737,Adem Bona,PHI,71,17.4,4.8,4.3,0.5,0.4,1.2,30,,,False,False,False,False
2025-26,203083,Andre Drummond,PHI,63,19.5,6.4,8.4,1.3,0.6,0.8,1,,,False,False,False,False
2025-26,1626166,Cameron Payne,PHI,22,17.0,7.4,2.0,2.6,1.1,0.3,20,,,False,False,False,False
2025-26,1631230,Dominick Barlow,PHI,71,23.8,7.7,4.8,1.2,0.9,0.7,25,,,False,False,False,False
2025-26,1631133,Jabari Walker,PHI,64,11.9,4.3,3.0,0.5,0.4,0.2,33,,,False,False,False,False
2025-26,1642272,Jared McCain,PHI,37,16.8,6.6,2.0,1.7,0.6,0.1,20,,,False,False,False,False
2025-26,203954,Joel Embiid,PHI,38,31.6,26.9,7.7,3.9,0.6,1.2,21,,,False,False,False,False
2025-26,1642348,Justin Edwards,PHI,64,15.3,6.0,1.5,1.2,0.8,0.2,11,,,False,False,False,False
2025-26,1626162,Kelly Oubre Jr.,PHI,50,31.5,14.1,5.0,1.6,1.4,0.5,9,,,False,False,False,False
2025-26,202331,Paul George,PHI,37,30.7,17.3,5.3,3.6,1.7,0.4,8,,,False,False,False,False
2025-26,1629656,Quentin Grimes,PHI,75,29.4,13.4,3.6,3.3,0.9,0.4,5,,,False,False,False,False
2025-26,1630570,Trendon Watford,PHI,53,16.3,6.5,3.3,2.5,0.3,0.4,12,,,False,False,False,False
2025-26,1630178,Tyrese Maxey,PHI,70,38.0,28.3,4.1,6.6,1.9,0.8,0,3,,False,False,False,False
2025-26,1642845,VJ Edgecombe,PHI,75,35.0,16.0,5.6,4.2,1.4,0.5,77,,,False,False,False,False
2025-26,1629599,Amir Coffey,PHX,16,14.1,4.8,1.9,1.0,0.4,0.1,2,,,False,False,False,False
2025-26,1631221,Collin Gillespie,PHX,80,28.5,12.7,4.1,4.6,1.2,0.2,12,,,False,False,False,False
2025-26,1626164,Devin Booker,PHX,64,33.5,26.1,3.9,6.0,0.8,0.3,1,,,False,False,False,False
2025-26,1628415,Dillon Brooks,PHX,56,30.4,20.2,3.6,1.8,1.0,0.2,3,,,False,False,False,False
2025-26,1628960,Grayson Allen,PHX,51,28.8,16.5,3.0,3.8,1.4,0.3,8,,,False,False,False,False
2025-26,1630224,Jalen Green,PHX,32,25.9,17.8,3.6,2.8,1.1,0.2,4,,,False,False,False,False
2025-26,1631123,Jamaree Bouyea,PHX,46,14.0,5.7,1.8,1.8,0.6,0.3,17,,,False,False,False,False
2025-26,1630692,Jordan Goodwin,PHX,70,22.5,8.7,4.9,2.2,1.5,0.2,23,,,False,False,False,False
2025-26,1631109,Mark Williams,PHX,60,23.6,11.7,8.0,1.0,0.9,0.9,15,,,False,False,False,False
2025-26,1642345,Oso Ighodaro,PHX,82,22.1,6.5,5.1,2.3,0.9,0.7,11,,,False,False,False,False
2025-26,1642853,Rasheer Fleming,PHX,55,12.2,4.3,2.3,0.3,0.4,0.4,20,,,False,False,False,False
2025-26,1626220,Royce O'Neale,PHX,78,28.4,9.8,4.8,2.7,1.1,0.4,0,,,False,False,False,False
2025-26,1642346,Ryan Dunn,PHX,70,19.4,5.8,4.2,1.5,0.9,0.4,0,,,False,False,False,False
2025-26,1631104,Blake Wesley,POR,31,11.6,4.8,1.3,2.0,0.5,0.2,1,,,False,False,False,False
2025-26,1631126,Caleb Love,POR,49,20.7,10.4,2.3,2.5,0.6,0.1,2,,,False,False,False,False
2025-26,1630166,Deni Avdija,POR,66,33.3,24.2,6.9,6.7,0.8,0.6,8,,,False,False,False,False
2025-26,1642270,Donovan Clingan,POR,77,27.2,12.1,11.6,2.1,0.6,1.7,23,,,False,False,False,False
2025-26,203924,Jerami Grant,POR,57,29.7,18.6,3.5,2.1,0.7,0.6,9,,,False,False,False,False
2025-26,201950,Jrue Holiday,POR,53,29.4,16.3,4.6,6.1,1.0,0.1,5,,,False,False,False,False
2025-26,1631200,Kris Murray,POR,57,23.4,5.8,3.6,1.4,0.9,0.4,24,,,False,False,False,False
2025-26,1629680,Matisse Thybulle,POR,30,16.0,5.8,2.0,0.9,2.0,0.5,4,,,False,False,False,False
2025-26,1641712,Rayan Rupert,POR,48,12.0,2.9,1.8,0.7,0.6,0.0,21,,,False,False,False,False
2025-26,1629057,Robert Williams III,POR,59,17.1,6.7,7.0,1.0,0.6,1.5,35,,,False,False,False,False
2025-26,1630703,Scoot Henderson,POR,30,24.9,14.2,2.7,3.7,0.9,0.3,0,,,False,False,False,False
2025-26,1631101,Shaedon Sharpe,POR,50,29.4,20.8,4.3,2.6,1.4,0.1,17,,,False,False,False,False
2025-26,1631321,Sidy Cissoko,POR,75,19.1,5.1,2.2,1.5,0.7,0.3,91,,,False,False,False,False
2025-26,1641739,Toumani Camara,POR,82,33.3,13.4,5.1,2.5,1.1,0.4,33,,,False,False,False,False
2025-26,1630249,Vít Krejčí,POR,19,19.2,7.2,2.7,1.7,0.5,0.3,27,,,False,False,False,False
2025-26,1631342,Daeqwon Plowden,SAC,32,26.4,10.8,3.0,1.3,0.7,0.2,29,,,False,False,False,False
2025-26,201942,DeMar DeRozan,SAC,77,31.2,18.4,2.9,4.1,1.0,0.3,10,,,False,False,False,False
2025-26,203471,Dennis Schröder,SAC,40,26.4,12.8,3.0,5.3,0.8,0.1,17,,,False,False,False,False
2025-26,1642269,Devin Carter,SAC,38,18.4,8.9,3.3,2.7,0.9,0.2,22,,,False,False,False,False
2025-26,1627734,Domantas Sabonis,SAC,19,29.7,15.8,11.4,4.1,0.9,0.2,11,,,False,False,False,False
2025-26,203926,Doug McDermott,SAC,29,15.1,5.7,1.3,0.8,0.2,0.1,7,,,False,False,False,False
2025-26,1629234,Drew Eubanks,SAC,42,13.1,5.2,3.0,0.5,0.4,0.6,19,,,False,False,False,False
2025-26,1642928,Dylan Cardwell,SAC,44,20.6,5.4,7.5,1.4,0.7,1.5,32,,,False,False,False,False
2025-26,1631099,Keegan Murray,SAC,23,34.5,14.0,5.7,1.7,1.0,1.6,13,,,False,False,False,False
2025-26,1631165,Keon Ellis,SAC,43,17.6,5.6,1.3,0.6,1.1,0.5,23,,,False,False,False,False
2025-26,1630165,Killian Hayes,SAC,23,17.6,5.5,2.3,3.5,0.9,0.2,3,,,False,False,False,False
2025-26,1628370,Malik Monk,SAC,62,22.0,12.5,1.9,3.0,0.6,0.4,0,,,False,False,False,False
2025-26,1642875,Maxime Raynaud,SAC,74,26.5,12.5,7.5,1.4,0.5,0.5,42,,,False,False,False,False
2025-26,1642363,Nique Clifford,SAC,75,25.1,8.6,3.8,2.4,0.9,0.3,5,,,False,False,False,False
2025-26,1630173,Precious Achiuwa,SAC,73,23.9,10.1,6.7,1.4,0.9,0.7,9,,,False,False,False,False
2025-26,201566,Russell Westbrook,SAC,64,28.9,15.2,5.4,6.7,1.3,0.2,18,,,False,False,False,False
2025-26,203897,Zach LaVine,SAC,39,31.4,19.2,2.8,2.3,0.7,0.3,8,,,False,False,False,False
2025-26,1642868,Carter Bryant,SAS,71,11.5,4.2,2.5,0.7,0.2,0.3,11,,,False,False,False,False
2025-26,1628368,De'Aaron Fox,SAS,72,31.0,18.6,3.8,6.2,1.2,0.3,4,,,False,False,False,False
2025-26,1630170,Devin Vassell,SAS,67,30.5,13.9,4.0,2.5,0.9,0.4,24,,,False,False,False,False
2025-26,1642844,Dylan Harper,SAS,69,22.6,11.8,3.4,3.9,0.8,0.3,2,,,False,False,False,False
2025-26,203084,Harrison Barnes,SAS,77,25.8,9.9,2.8,1.9,0.6,0.2,40,,,False,False,False,False
2025-26,1631110,Jeremy Sochan,SAS,28,12.8,4.1,2.6,1.0,0.4,0.2,10,,,False,False,False,False
2025-26,1630577,Julian Champagnie,SAS,82,27.6,11.1,5.8,1.5,0.8,0.5,30,,,False,False,False,False
2025-26,1629640,Keldon Johnson,SAS,82,23.3,13.2,5.4,1.4,0.6,0.1,3,,,False,False,False,False
2025-26,1628436,Luke Kornet,SAS,68,21.0,6.5,6.1,1.9,0.5,1.0,7,,,False,False,False,False
2025-26,1642264,Stephon Castle,SAS,68,30.0,16.7,5.3,7.4,1.1,0.3,5,,,False,False,False,False
2025-26,1641705,Victor Wembanyama,SAS,64,29.2,25.0,11.5,3.1,1.0,3.1,1,1,1,False,False,True,False
2025-26,1627742,Brandon Ingram,TOR,77,33.8,21.5,5.6,3.7,0.8,0.7,3,,,False,False,False,False
2025-26,1642867,Collin Murray-Boyles,TOR,57,21.9,8.5,5.0,1.9,0.9,0.9,12,,,False,False,False,False
2025-26,1641711,Gradey Dick,TOR,76,14.0,6.0,1.9,0.7,0.6,0.1,1,,,False,False,False,False
2025-26,1630193,Immanuel Quickley,TOR,70,31.9,16.4,4.0,5.9,1.3,0.1,5,,,False,False,False,False
2025-26,1642266,Ja'Kobe Walter,TOR,72,20.5,7.5,2.6,1.2,1.0,0.2,14,,,False,False,False,False
2025-26,1627751,Jakob Poeltl,TOR,46,25.0,10.7,7.0,2.0,0.9,0.7,19,,,False,False,False,False
2025-26,1642347,Jamal Shead,TOR,82,22.6,6.6,1.7,5.4,0.9,0.2,23,,,False,False,False,False
2025-26,1630534,Ochai Agbaji,TOR,42,15.5,4.3,2.3,0.7,0.4,0.3,30,,,False,False,False,False
2025-26,1629628,RJ Barrett,TOR,57,30.3,19.3,5.3,3.3,0.7,0.3,9,,,False,False,False,False
2025-26,1630572,Sandro Mamukelashvili,TOR,80,21.9,11.2,4.9,1.9,0.8,0.5,54,,,False,False,False,False
2025-26,1630567,Scottie Barnes,TOR,80,33.5,18.1,7.5,5.9,1.4,1.4,4,,2,False,False,False,False
2025-26,1642846,Ace Bailey,UTA,72,27.6,13.8,4.2,1.8,0.8,0.7,19,,,False,False,False,False
2025-26,1643016,Bez Mbeng,UTA,15,32.8,8.1,3.8,4.1,2.3,0.3,21,,,False,False,False,False
2025-26,1641729,Brice Sensabaugh,UTA,75,23.5,14.9,3.1,1.9,0.7,0.2,28,,,False,False,False,False
2025-26,1642262,Cody Williams,UTA,67,24.3,8.8,3.0,2.0,0.8,0.4,5,,,False,False,False,False
2025-26,1641989,Elijah Harkless,UTA,26,21.0,6.8,2.0,2.9,1.2,0.2,16,,,False,False,False,False
2025-26,1642268,Isaiah Collier,UTA,59,25.7,11.7,2.5,7.2,1.1,0.3,8,,,False,False,False,False
2025-26,1629723,John Konchar,UTA,26,26.2,5.9,5.7,3.0,2.0,1.0,55,,,False,False,False,False
2025-26,203994,Jusuf Nurkić,UTA,41,26.4,10.9,10.4,4.8,1.3,0.5,30,,,False,False,False,False
2025-26,201567,Kevin Love,UTA,37,16.6,6.7,5.8,1.8,0.4,0.2,42,,,False,False,False,False
2025-26,1641718,Keyonte George,UTA,54,33.1,23.6,3.7,6.1,1.1,0.3,3,,,False,False,False,False
2025-26,203937,Kyle Anderson,UTA,20,20.1,7.1,3.3,3.0,1.1,0.5,2,,,False,False,False,False
2025-26,1642271,Kyle Filipowski,UTA,77,23.4,11.4,7.2,2.6,0.9,0.5,22,,,False,False,False,False
2025-26,1628374,Lauri Markkanen,UTA,42,34.3,26.7,6.9,2.1,1.0,0.5,23,,,False,False,False,False
2025-26,1631131,Oscar Tshiebwe,UTA,27,16.6,7.8,6.6,1.2,0.6,0.2,34,,,False,False,False,False
2025-26,1629004,Svi Mykhailiuk,UTA,50,23.1,9.4,2.5,1.9,0.5,0.1,10,,,False,False,False,False
2025-26,1641707,Taylor Hendricks,UTA,33,14.9,4.9,3.0,0.7,0.4,0.2,0,,,False,False,False,False
2025-26,1642383,Walter Clayton Jr.,UTA,45,18.0,6.8,2.0,3.2,0.5,0.3,13,,,False,False,False,False
2025-26,1642259,Alex Sarr,WAS,48,27.2,16.3,7.4,2.7,0.8,2.0,20,,,False,False,False,False
2025-26,1630264,Anthony Gill,WAS,55,17.3,5.8,2.9,1.3,0.6,0.4,16,,,False,False,False,False
2025-26,1641731,Bilal Coulibaly,WAS,56,26.2,11.7,4.3,2.6,1.3,1.0,0,,,False,False,False,False
2025-26,1642267,Bub Carrington,WAS,82,27.7,10.7,3.4,4.6,0.6,0.2,7,,,False,False,False,False
2025-26,203468,CJ McCollum,WAS,35,30.9,18.8,3.5,3.6,0.7,0.3,3,,,False,False,False,False
2025-26,1641715,Cam Whitmore,WAS,21,16.9,9.2,2.8,0.7,0.7,0.4,1,,,False,False,False,False
2025-26,1630557,Corey Kispert,WAS,19,19.5,9.2,2.3,1.7,0.4,0.2,24,,,False,False,False,False
2025-26,1630702,Jaden Hardy,WAS,23,20.4,12.6,1.7,1.3,0.3,0.2,8,,,False,False,False,False
2025-26,1642364,Jamir Watkins,WAS,50,20.6,7.4,3.9,1.3,1.1,0.5,5,,,False,False,False,False
2025-26,1630551,Justin Champagnie,WAS,69,20.0,8.7,5.6,1.2,0.9,0.6,9,,,False,False,False,False
2025-26,203114,Khris Middleton,WAS,34,24.3,10.3,3.9,3.3,0.8,0.3,22,,,False,False,False,False
2025-26,1642273,Kyshawn George,WAS,48,29.0,14.8,5.1,4.5,1.0,0.9,18,,,False,False,False,False
2025-26,1641778,Leaky Black,WAS,15,28.9,7.1,5.0,1.5,1.2,0.5,14,,,False,False,False,False
2025-26,1628963,Marvin Bagley III,WAS,38,19.2,10.1,5.7,1.5,0.5,0.7,35,,,False,False,False,False
2025-26,1630536,Sharife Cooper,WAS,41,17.1,8.1,2.1,3.0,0.4,0.1,13,,,False,False,False,False
2025-26,1642848,Tre Johnson,WAS,60,24.0,12.2,2.8,2.0,0.6,0.3,12,,,False,False,False,False
2025-26,1641774,Tristan Vukcevic,WAS,49,13.7,9.0,3.0,1.1,0.5,0.7,0,,,False,False,False,False
2025-26,1642860,Will Riley,WAS,74,22.1,10.3,2.9,2.0,0.7,0.1,27,,,False,False,False,False
