season,player_id,player,team,gp,mpg,ppg,rpg,apg,spg,bpg,jersey,all_nba,all_defense,champion,mvp,dpoy,roy
2023-24,1628969,Mikal Bridges,BKN,82,34.8,19.6,4.5,3.6,1.0,0.4,1,,,False,False,False,False
2023-24,1629651,Nic Claxton,BKN,71,29.8,11.8,9.9,2.1,0.6,2.1,33,,,False,False,False,False
2023-24,1641730,Noah Clowney,BKN,23,16.1,5.8,3.5,0.8,0.3,0.7,21,,,False,False,False,False
2023-24,1626220,Royce O'Neale,BKN,49,24.5,7.4,4.5,2.8,0.7,0.6,0,,,False,False,False,False
2023-24,203915,Spencer Dinwiddie,BKN,48,30.7,12.6,3.3,6.0,0.8,0.2,26,,,False,False,False,False
2023-24,1630570,Trendon Watford,BKN,63,13.6,6.9,3.1,1.3,0.4,0.3,9,,,False,False,False,False
2023-24,201143,Al Horford,BOS,65,26.8,8.6,6.4,2.6,0.6,1.0,42,,,True,False,False,False
2023-24,1628401,Derrick White,BOS,73,32.6,15.2,4.2,5.2,1.0,1.2,9,,2,True,False,False,False
2023-24,1627759,Jaylen Brown,BOS,70,33.5,23.0,5.5,3.6,1.2,0.5,7,,,True,False,False,False
2023-24,1628369,Jayson Tatum,BOS,74,35.7,26.9,8.1,4.9,1.0,0.6,0,1,,True,False,False,False
2023-24,201950,Jrue Holiday,BOS,69,32.8,12.5,5.4,4.8,0.9,0.8,4,,2,True,False,False,False
2023-24,204001,Kristaps Porziņģis,BOS,57,29.6,20.1,7.2,2.0,0.7,1.9,8,,,True,False,False,False
2023-24,1628436,Luke Kornet,BOS,63,15.6,5.3,4.1,1.1,0.4,1.0,40,,,True,False,False,False
2023-24,1629674,Neemias Queta,BOS,28,11.9,5.5,4.4,0.7,0.5,0.8,88,,,True,False,False,False
2023-24,1629052,Oshae Brissett,BOS,55,11.5,3.7,2.9,0.8,0.3,0.1,12,,,True,False,False,False
2023-24,1630202,Payton Pritchard,BOS,82,22.3,9.6,3.2,3.4,0.5,0.1,11,,,True,False,False,False
2023-24,1630573,Sam Hauser,BOS,79,22.0,9.0,3.5,1.0,0.5,0.3,30,,,True,False,False,False
2023-24,1629004,Svi Mykhailiuk,BOS,41,10.1,4.0,1.2,0.9,0.3,0.0,50,,,True,False,False,False
2023-24,1630214,Xavier Tillman,BOS,20,13.7,4.0,2.7,1.0,0.5,0.5,26,,,True,False,False,False
2023-24,1630197,Aleksej Pokusevski,CHA,18,19.2,7.4,4.4,1.7,0.8,0.7,17,,,False,False,False,False
2023-24,1641706,Brandon Miller,CHA,74,32.2,17.3,4.3,2.4,0.9,0.6,24,,,False,False,False,False
2023-24,1631121,Bryce McGowens,CHA,59,14.9,5.1,1.7,0.9,0.4,0.2,7,,,False,False,False,False
2023-24,1628998,Cody Martin,CHA,28,26.9,7.5,3.9,3.7,1.1,0.6,11,,,False,False,False,False
2023-24,202722,Davis Bertans,CHA,28,20.8,8.8,1.8,0.9,0.8,0.3,9,,,False,False,False,False
2023-24,202330,Gordon Hayward,CHA,25,31.9,14.5,4.7,4.6,1.1,0.5,20,,,False,False,False,False
2023-24,1629684,Grant Williams,CHA,29,30.6,13.9,5.1,3.2,0.7,0.4,2,,,False,False,False,False
2023-24,202397,Ish Smith,CHA,43,17.2,3.2,1.8,3.4,0.4,0.1,14,,,False,False,False,False
2023-24,1630550,JT Thor,CHA,63,12.4,3.2,2.3,0.5,0.2,0.4,21,,,False,False,False,False
2023-24,1630163,LaMelo Ball,CHA,22,32.3,23.9,5.1,8.0,1.8,0.2,1,,,False,False,False,False
2023-24,1641778,Leaky Black,CHA,26,10.9,2.7,1.8,0.9,0.3,0.4,12,,,False,False,False,False
2023-24,1631109,Mark Williams,CHA,19,26.8,12.7,9.7,1.2,0.8,1.1,5,,,False,False,False,False
2023-24,1628970,Miles Bridges,CHA,69,37.4,21.0,7.3,3.3,0.9,0.5,0,,,False,False,False,False
2023-24,1641877,Nathan Mensah,CHA,25,12.3,1.3,2.6,0.4,0.2,0.6,31,,,False,False,False,False
2023-24,1630208,Nick Richards,CHA,67,26.2,9.7,8.0,0.8,0.4,1.1,4,,,False,False,False,False
2023-24,1641733,Nick Smith Jr.,CHA,51,14.3,5.9,1.4,1.2,0.2,0.1,8,,,False,False,False,False
2023-24,1629023,P.J. Washington,CHA,44,29.2,13.6,5.3,2.2,0.9,0.7,25,,,False,False,False,False
2023-24,1626179,Terry Rozier,CHA,30,35.5,23.2,3.9,6.6,1.1,0.4,3,,,False,False,False,False
2023-24,1630544,Tre Mann,CHA,28,31.0,11.9,4.5,5.2,1.7,0.1,23,,,False,False,False,False
2023-24,203995,Vasilije Micic,CHA,30,27.2,10.8,2.1,6.2,0.7,0.1,22,,,False,False,False,False
2023-24,1627936,Alex Caruso,CHI,71,28.7,10.1,3.8,3.5,1.7,1.0,6,,2,False,False,False,False
2023-24,203083,Andre Drummond,CHI,79,17.1,8.4,9.0,0.5,0.9,0.6,3,,,False,False,False,False
2023-24,1630245,Ayo Dosunmu,CHI,76,29.1,12.2,2.8,3.2,0.9,0.5,12,,,False,False,False,False
2023-24,1629632,Coby White,CHI,79,36.5,19.1,4.5,5.1,0.7,0.2,0,,,False,False,False,False
2023-24,1631207,Dalen Terry,CHI,59,11.5,3.1,1.9,1.4,0.5,0.3,25,,,False,False,False,False
2023-24,201942,DeMar DeRozan,CHI,79,37.8,24.0,4.3,5.3,1.1,0.6,11,,,False,False,False,False
2023-24,1628975,Jevon Carter,CHI,72,13.9,5.0,0.8,1.3,0.5,0.2,5,,,False,False,False,False
2023-24,202696,Nikola Vučević,CHI,76,34.3,18.0,10.5,3.3,0.7,0.8,9,,,False,False,False,False
2023-24,1641931,Onuralp Bitim,CHI,23,11.7,3.5,1.4,0.6,0.1,0.1,17,,,False,False,False,False
2023-24,1630172,Patrick Williams,CHI,43,27.3,10.0,3.9,1.5,0.9,0.8,44,,,False,False,False,False
2023-24,1628470,Torrey Craig,CHI,53,19.8,5.7,4.1,1.1,0.6,0.4,13,,,False,False,False,False
2023-24,203897,Zach LaVine,CHI,25,34.9,19.5,5.2,3.9,0.8,0.3,8,,,False,False,False,False
2023-24,1627747,Caris LeVert,CLE,68,28.8,14.0,4.1,5.1,1.1,0.5,3,,,False,False,False,False
2023-24,1641854,Craig Porter Jr.,CLE,51,12.7,5.6,2.1,2.3,0.4,0.3,9,,,False,False,False,False
2023-24,1629636,Darius Garland,CLE,57,33.3,18.0,2.7,6.5,1.3,0.1,10,,,False,False,False,False
2023-24,1629731,Dean Wade,CLE,54,20.5,5.4,4.0,0.8,0.7,0.5,32,,,False,False,False,False
2023-24,1628378,Donovan Mitchell,CLE,55,35.3,26.6,5.1,6.1,1.8,0.5,45,,,False,False,False,False
2023-24,1630596,Evan Mobley,CLE,50,30.6,15.7,9.4,3.2,0.9,1.4,4,,,False,False,False,False
2023-24,1627777,Georges Niang,CLE,82,22.3,9.4,3.4,1.2,0.4,0.2,20,,,False,False,False,False
2023-24,1630171,Isaac Okoro,CLE,69,27.3,9.4,3.0,1.9,0.8,0.5,35,,,False,False,False,False
2023-24,1628386,Jarrett Allen,CLE,77,31.7,16.5,10.5,2.7,0.7,1.1,31,,,False,False,False,False
2023-24,1629622,Max Strus,CLE,70,32.0,12.2,4.8,4.0,0.9,0.4,1,,,False,False,False,False
2023-24,1630241,Sam Merrill,CLE,61,17.5,8.0,2.0,1.8,0.3,0.1,5,,,False,False,False,False
2023-24,202684,Tristan Thompson,CLE,49,11.2,3.3,3.6,1.0,0.2,0.3,13,,,False,False,False,False
2023-24,1629655,Daniel Gafford,DAL,29,21.5,11.2,6.9,1.6,0.7,1.9,21,,,False,False,False,False
2023-24,203957,Dante Exum,DAL,55,19.8,7.8,2.7,2.9,0.4,0.1,0,,,False,False,False,False
2023-24,1641726,Dereck Lively II,DAL,55,23.5,8.8,6.9,1.1,0.7,1.4,2,,,False,False,False,False
2023-24,1627884,Derrick Jones Jr.,DAL,76,23.5,8.6,3.3,1.0,0.7,0.7,55,,,False,False,False,False
2023-24,203939,Dwight Powell,DAL,63,13.3,3.3,3.4,1.3,0.4,0.3,7,,,False,False,False,False
2023-24,1629684,Grant Williams,DAL,47,26.4,8.1,3.6,1.7,0.5,0.6,3,,,False,False,False,False
2023-24,1630702,Jaden Hardy,DAL,73,13.6,7.3,1.8,1.5,0.3,0.1,1,,,False,False,False,False
2023-24,1630182,Josh Green,DAL,57,26.4,8.2,3.2,2.3,0.8,0.2,8,,,False,False,False,False
2023-24,202681,Kyrie Irving,DAL,58,35.0,25.6,5.0,5.2,1.3,0.5,11,,,False,False,False,False
2023-24,1629029,Luka Dončić,DAL,70,37.5,33.9,9.2,9.8,1.4,0.5,77,1,,False,False,False,False
2023-24,1628467,Maxi Kleber,DAL,43,20.3,4.4,3.3,1.6,0.4,0.7,42,,,False,False,False,False
2023-24,1629023,P.J. Washington,DAL,29,32.2,11.7,6.2,1.5,1.2,0.9,25,,,False,False,False,False
2023-24,1626158,Richaun Holmes,DAL,23,10.3,3.4,3.4,0.7,0.1,0.4,20,,,False,False,False,False
2023-24,203552,Seth Curry,DAL,36,12.7,4.3,1.4,0.8,0.5,0.1,30,,,False,False,False,False
2023-24,203501,Tim Hardaway Jr.,DAL,79,26.8,14.4,3.2,1.8,0.5,0.1,10,,,False,False,False,False
2023-24,203932,Aaron Gordon,DEN,73,31.5,13.9,6.5,3.5,0.8,0.6,50,,,False,False,False,False
2023-24,1631128,Christian Braun,DEN,82,20.2,7.3,3.7,1.6,0.5,0.4,0,,,False,False,False,False
2023-24,201599,DeAndre Jordan,DEN,36,11.0,3.9,4.4,0.7,0.2,0.4,6,,,False,False,False,False
2023-24,1627750,Jamal Murray,DEN,59,31.5,21.2,4.1,6.5,1.0,0.7,27,,,False,False,False,False
2023-24,1631124,Julian Strawther,DEN,50,10.9,4.5,1.2,0.9,0.3,0.1,3,,,False,False,False,False
2023-24,203200,Justin Holiday,DEN,58,14.9,4.0,1.2,1.2,0.6,0.2,9,,,False,False,False,False
2023-24,203484,Kentavious Caldwell-Pope,DEN,76,31.6,10.1,2.4,2.4,1.3,0.6,5,,,False,False,False,False
2023-24,1629008,Michael Porter Jr.,DEN,81,31.7,16.7,7.0,1.5,0.5,0.7,1,,,False,False,False,False
2023-24,203999,Nikola Jokić,DEN,79,34.6,26.4,12.4,9.0,1.4,0.9,15,1,,False,True,False,False
2023-24,1631212,Peyton Watson,DEN,80,18.6,6.7,3.2,1.1,0.5,1.1,8,,,False,False,False,False
2023-24,202704,Reggie Jackson,DEN,82,22.2,10.2,1.9,3.8,0.5,0.1,7,,,False,False,False,False
2023-24,202692,Alec Burks,DET,43,20.9,12.6,2.6,1.6,0.5,0.3,14,,,False,False,False,False
2023-24,1641709,Ausar Thompson,DET,63,25.1,8.8,6.4,1.9,1.1,0.9,9,,,False,False,False,False
2023-24,202711,Bojan Bogdanovic,DET,28,32.9,20.2,3.4,2.5,0.8,0.1,44,,,False,False,False,False
2023-24,1630595,Cade Cunningham,DET,62,33.5,22.7,4.3,7.5,0.9,0.4,2,,,False,False,False,False
2023-24,203095,Evan Fournier,DET,29,18.7,7.2,1.9,1.6,0.9,0.2,31,,,False,False,False,False
2023-24,1630587,Isaiah Livers,DET,23,20.4,5.0,2.1,1.1,0.6,0.2,12,,,False,False,False,False
2023-24,1630191,Isaiah Stewart,DET,46,30.9,10.9,6.6,1.6,0.4,0.8,28,,,False,False,False,False
2023-24,1631093,Jaden Ivey,DET,77,28.8,15.4,3.4,3.8,0.7,0.5,23,,,False,False,False,False
2023-24,1631105,Jalen Duren,DET,61,29.1,13.8,11.6,2.4,0.5,0.8,0,,,False,False,False,False
2023-24,1630164,James Wiseman,DET,63,17.3,7.1,5.3,0.9,0.2,0.6,13,,,False,False,False,False
2023-24,1631197,Jared Rhoden,DET,17,14.4,4.9,1.9,0.8,0.2,0.8,8,,,False,False,False,False
2023-24,203925,Joe Harris,DET,16,10.6,2.4,0.8,0.6,0.2,0.1,31,,,False,False,False,False
2023-24,1628995,Kevin Knox II,DET,31,18.1,7.2,2.4,0.7,0.4,0.2,24,,,False,False,False,False
2023-24,1630165,Killian Hayes,DET,42,24.0,6.9,2.8,4.9,0.9,0.5,7,,,False,False,False,False
2023-24,1630201,Malachi Flynn,DET,24,14.3,8.0,1.8,2.1,0.8,0.1,18,,,False,False,False,False
2023-24,1631204,Marcus Sasser,DET,71,19.0,8.3,1.8,3.3,0.6,0.2,25,,,False,False,False,False
2023-24,1628963,Marvin Bagley III,DET,26,18.4,10.2,4.5,1.0,0.2,0.5,35,,,False,False,False,False
2023-24,1631323,Simone Fontecchio,DET,16,30.3,15.4,4.4,1.8,0.9,0.3,19,,,False,False,False,False
2023-24,1630649,Stanley Umude,DET,24,12.8,5.3,2.1,0.5,0.3,0.3,17,,,False,False,False,False
2023-24,1628972,Troy Brown Jr.,DET,22,18.9,4.2,3.3,1.1,0.7,0.0,7,,,False,False,False,False
2023-24,203952,Andrew Wiggins,GSW,71,27.0,13.2,4.5,1.7,0.6,0.6,22,,,False,False,False,False
2023-24,1641764,Brandin Podziemski,GSW,74,26.6,9.2,5.8,3.7,0.8,0.2,2,,,False,False,False,False
2023-24,101108,Chris Paul,GSW,58,26.4,9.2,3.9,6.8,1.2,0.1,3,,,False,False,False,False
2023-24,202709,Cory Joseph,GSW,26,11.4,2.4,1.2,1.6,0.2,0.1,1,,,False,False,False,False
2023-24,203967,Dario Saric,GSW,64,17.2,8.0,4.4,2.3,0.5,0.2,20,,,False,False,False,False
2023-24,203110,Draymond Green,GSW,55,27.1,8.6,7.2,6.0,1.0,0.9,23,,,False,False,False,False
2023-24,1627780,Gary Payton II,GSW,44,15.5,5.5,2.6,1.1,0.9,0.4,0,,,False,False,False,False
2023-24,1630228,Jonathan Kuminga,GSW,74,26.3,16.1,4.8,2.2,0.7,0.5,0,,,False,False,False,False
2023-24,1626172,Kevon Looney,GSW,74,16.1,4.5,5.7,1.8,0.4,0.4,5,,,False,False,False,False
2023-24,202691,Klay Thompson,GSW,77,29.7,17.9,3.3,2.3,0.6,0.5,11,,,False,False,False,False
2023-24,1631311,Lester Quiñones,GSW,37,10.7,4.4,1.9,1.0,0.2,0.1,25,,,False,False,False,False
2023-24,1630541,Moses Moody,GSW,66,17.5,8.1,3.0,0.9,0.6,0.4,4,,,False,False,False,False
2023-24,201939,Stephen Curry,GSW,74,32.7,26.4,4.5,5.1,0.7,0.4,30,3,,False,False,False,False
2023-24,1631218,Trayce Jackson-Davis,GSW,68,16.6,7.9,5.0,1.2,0.4,1.1,32,,,False,False,False,False
2023-24,1628988,Aaron Holiday,HOU,78,16.3,6.6,1.6,1.8,0.5,0.1,0,,,False,False,False,False
2023-24,1630578,Alperen Sengun,HOU,63,32.5,21.1,9.3,5.0,1.2,0.7,28,,,False,False,False,False
2023-24,1641708,Amen Thompson,HOU,62,22.4,9.5,6.6,2.6,1.3,0.6,1,,,False,False,False,False
2023-24,1641715,Cam Whitmore,HOU,47,18.7,12.3,3.8,0.7,0.6,0.4,7,,,False,False,False,False
2023-24,1628415,Dillon Brooks,HOU,72,30.9,12.7,3.4,1.7,0.9,0.1,9,,,False,False,False,False
2023-24,1627832,Fred VanVleet,HOU,73,36.8,17.4,3.8,8.1,1.4,0.8,5,,,False,False,False,False
2023-24,1631095,Jabari Smith Jr.,HOU,76,31.9,13.7,8.1,1.6,0.7,0.8,10,,,False,False,False,False
2023-24,1630256,Jae'Sean Tate,HOU,65,15.9,4.1,3.0,1.0,0.6,0.2,8,,,False,False,False,False
2023-24,1630224,Jalen Green,HOU,82,31.7,19.6,5.2,3.5,0.8,0.3,4,,,False,False,False,False
2023-24,201145,Jeff Green,HOU,78,16.8,6.5,2.3,0.9,0.2,0.4,32,,,False,False,False,False
2023-24,1629111,Jock Landale,HOU,56,13.6,4.9,3.1,1.2,0.4,0.6,2,,,False,False,False,False
2023-24,1631106,Tari Eason,HOU,22,21.8,9.8,7.0,1.2,1.4,0.9,17,,,False,False,False,False
2023-24,1630174,Aaron Nesmith,IND,72,27.7,12.2,3.8,1.5,0.9,0.7,23,,,False,False,False,False
2023-24,1629614,Andrew Nembhard,IND,68,25.0,9.2,2.1,4.1,0.9,0.1,2,,,False,False,False,False
2023-24,1641767,Ben Sheppard,IND,57,14.3,4.4,1.6,0.9,0.6,0.0,26,,,False,False,False,False
2023-24,1631097,Bennedict Mathurin,IND,59,26.1,14.5,4.0,2.0,0.6,0.2,0,,,False,False,False,False
2023-24,1628971,Bruce Brown,IND,33,29.7,12.1,4.7,3.0,1.1,0.2,11,,,False,False,False,False
2023-24,1627741,Buddy Hield,IND,52,25.7,12.0,3.2,2.7,0.8,0.6,7,,,False,False,False,False
2023-24,203926,Doug McDermott,IND,18,11.4,4.2,0.6,0.7,0.3,0.0,20,,,False,False,False,False
2023-24,1630543,Isaiah Jackson,IND,60,12.8,6.4,4.0,0.8,0.6,1.0,22,,,False,False,False,False
2023-24,1630188,Jalen Smith,IND,61,17.2,9.9,5.5,1.0,0.3,0.6,25,,,False,False,False,False
2023-24,1641716,Jarace Walker,IND,33,10.3,3.6,1.9,1.2,0.5,0.3,5,,,False,False,False,False
2023-24,1629670,Jordan Nwora,IND,18,10.1,5.2,1.8,1.0,0.3,0.1,13,,,False,False,False,False
2023-24,1626167,Myles Turner,IND,77,27.0,17.1,6.9,1.3,0.5,1.9,33,,,False,False,False,False
2023-24,1630167,Obi Toppin,IND,82,21.1,10.3,3.9,1.6,0.6,0.5,1,,,False,False,False,False
2023-24,1627783,Pascal Siakam,IND,41,31.8,21.3,7.8,3.7,0.8,0.4,43,,,False,False,False,False
2023-24,204456,T.J. McConnell,IND,71,18.2,10.2,2.7,5.5,1.0,0.1,9,,,False,False,False,False
2023-24,1630169,Tyrese Haliburton,IND,69,32.2,20.1,3.9,10.9,1.2,0.7,0,3,,False,False,False,False
2023-24,1629599,Amir Coffey,LAC,70,20.9,6.6,2.1,1.1,0.6,0.2,7,,,False,False,False,False
2023-24,1630538,Bones Hyland,LAC,37,14.6,6.9,1.5,2.5,0.7,0.1,5,,,False,False,False,False
2023-24,1630527,Brandon Boston Jr.,LAC,32,10.8,5.2,1.6,0.4,0.3,0.3,4,,,False,False,False,False
2023-24,1628464,Daniel Theis,LAC,59,17.1,6.3,4.1,1.0,0.4,0.9,10,,,False,False,False,False
2023-24,1627826,Ivica Zubac,LAC,68,26.4,11.7,9.2,1.4,0.3,1.2,40,,,False,False,False,False
2023-24,201935,James Harden,LAC,72,34.3,16.6,5.1,8.5,1.1,0.8,1,,,False,False,False,False
2023-24,202695,Kawhi Leonard,LAC,68,34.3,23.7,6.1,3.6,1.6,0.9,2,2,,False,False,False,False
2023-24,203486,Mason Plumlee,LAC,46,14.7,5.3,5.1,1.2,0.3,0.4,44,,,False,False,False,False
2023-24,1626181,Norman Powell,LAC,76,26.2,13.9,2.6,1.1,0.6,0.3,24,,,False,False,False,False
2023-24,200782,P.J. Tucker,LAC,28,15.0,1.6,2.5,0.6,0.5,0.2,17,,,False,False,False,False
2023-24,202331,Paul George,LAC,74,33.8,22.6,5.2,3.5,1.5,0.5,13,,,False,False,False,False
2023-24,201566,Russell Westbrook,LAC,68,22.5,11.1,5.0,4.5,1.1,0.3,0,,,False,False,False,False
2023-24,1629611,Terance Mann,LAC,75,25.0,8.8,3.4,1.6,0.6,0.2,14,,,False,False,False,False
2023-24,203076,Anthony Davis,LAL,76,35.5,24.7,12.6,3.5,1.2,2.3,3,2,1,False,False,False,False
2023-24,1630559,Austin Reaves,LAL,82,32.1,15.9,4.3,5.5,0.8,0.3,15,,,False,False,False,False
2023-24,1629629,Cam Reddish,LAL,48,20.5,5.4,2.1,1.0,1.0,0.3,5,,,False,False,False,False
2023-24,1626174,Christian Wood,LAL,50,17.4,6.9,5.1,1.0,0.3,0.7,35,,,False,False,False,False
2023-24,1626156,D'Angelo Russell,LAL,76,32.7,18.0,3.1,6.3,0.9,0.5,1,,,False,False,False,False
2023-24,1629020,Jarred Vanderbilt,LAL,29,20.0,5.2,4.8,1.2,1.2,0.2,2,,,False,False,False,False
2023-24,1629637,Jaxson Hayes,LAL,70,12.5,4.3,3.0,0.5,0.5,0.4,11,,,False,False,False,False
2023-24,2544,LeBron James,LAL,71,35.3,25.7,7.3,8.3,1.3,0.5,23,3,,False,False,False,False
2023-24,1631108,Max Christie,LAL,67,14.1,4.2,2.1,0.9,0.3,0.3,10,,,False,False,False,False
2023-24,1629060,Rui Hachimura,LAL,68,26.8,13.6,4.3,1.2,0.6,0.4,28,,,False,False,False,False
2023-24,203915,Spencer Dinwiddie,LAL,28,24.2,6.8,1.7,2.4,0.5,0.5,26,,,False,False,False,False
2023-24,1627752,Taurean Prince,LAL,78,27.0,8.9,2.9,1.5,0.7,0.4,12,,,False,False,False,False
2023-24,202687,Bismack Biyombo,MEM,30,23.9,5.2,6.4,1.7,0.3,1.1,18,,,False,False,False,False
2023-24,1631223,David Roddy,MEM,48,23.2,8.4,4.2,1.6,0.5,0.2,21,,,False,False,False,False
2023-24,201565,Derrick Rose,MEM,24,16.6,8.0,1.9,3.3,0.3,0.1,23,,,False,False,False,False
2023-24,1630217,Desmond Bane,MEM,42,34.4,23.7,4.4,5.5,1.0,0.5,22,,,False,False,False,False
2023-24,1641713,GG Jackson,MEM,48,25.7,14.6,4.1,1.2,0.6,0.5,45,,,False,False,False,False
2023-24,1631367,Jacob Gilyard,MEM,37,17.7,4.7,1.2,3.5,0.7,0.1,0,,,False,False,False,False
2023-24,1631222,Jake LaRavia,MEM,35,23.0,10.8,3.7,1.7,0.8,0.3,3,,,False,False,False,False
2023-24,1628991,Jaren Jackson Jr.,MEM,66,32.2,22.5,5.5,2.3,1.2,1.6,13,,,False,False,False,False
2023-24,1629723,John Konchar,MEM,55,21.3,4.3,4.7,2.0,0.9,0.9,46,,,False,False,False,False
2023-24,1630692,Jordan Goodwin,MEM,17,29.2,10.0,8.0,4.5,1.5,0.5,0,,,False,False,False,False
2023-24,1630205,Lamar Stevens,MEM,19,23.0,11.5,5.1,1.1,0.9,0.9,24,,,False,False,False,False
2023-24,1628379,Luke Kennard,MEM,39,25.6,11.0,2.9,3.5,0.5,0.1,10,,,False,False,False,False
2023-24,203935,Marcus Smart,MEM,20,30.2,14.5,2.7,4.3,2.1,0.3,36,,,False,False,False,False
2023-24,1630583,Santi Aldama,MEM,61,26.5,10.7,5.8,2.3,0.7,0.9,7,,,False,False,False,False
2023-24,1630590,Scotty Pippen Jr.,MEM,21,25.1,12.9,3.2,4.7,1.7,0.5,1,,,False,False,False,False
2023-24,1641998,Trey Jemison III,MEM,23,24.9,7.4,5.8,1.2,0.5,1.2,55,,,False,False,False,False
2023-24,1631246,Vince Williams Jr.,MEM,52,27.6,10.0,5.6,3.4,0.9,0.7,5,,,False,False,False,False
2023-24,1630214,Xavier Tillman,MEM,34,20.6,6.0,4.6,1.7,1.2,1.0,2,,,False,False,False,False
2023-24,1630533,Ziaire Williams,MEM,51,20.3,8.2,3.5,1.5,0.7,0.2,8,,,False,False,False,False
2023-24,1628389,Bam Adebayo,MIA,71,34.0,19.3,10.4,3.9,1.1,0.9,13,,1,False,False,False,False
2023-24,1628997,Caleb Martin,MIA,64,27.4,10.0,4.4,2.2,0.7,0.5,16,,,False,False,False,False
2023-24,1629130,Duncan Robinson,MIA,68,28.0,12.9,2.5,2.8,0.7,0.2,55,,,False,False,False,False
2023-24,1629312,Haywood Highsmith,MIA,66,20.7,6.1,3.2,1.1,0.8,0.5,24,,,False,False,False,False
2023-24,1631170,Jaime Jaquez Jr.,MIA,75,28.2,11.9,3.8,2.6,1.0,0.3,11,,,False,False,False,False
2023-24,1631288,Jamal Cain,MIA,26,10.0,3.7,1.4,0.4,0.4,0.2,8,,,False,False,False,False
2023-24,202710,Jimmy Butler III,MIA,60,34.0,20.8,5.3,5.0,1.3,0.3,22,,,False,False,False,False
2023-24,1626196,Josh Richardson,MIA,43,25.6,9.9,2.8,2.4,0.6,0.3,0,,,False,False,False,False
2023-24,201567,Kevin Love,MIA,55,16.8,8.8,6.1,2.1,0.3,0.2,42,,,False,False,False,False
2023-24,200768,Kyle Lowry,MIA,37,28.0,8.2,3.5,4.0,1.1,0.4,7,,,False,False,False,False
2023-24,1631107,Nikola Jović,MIA,46,19.5,7.7,4.2,2.0,0.5,0.3,5,,,False,False,False,False
2023-24,1626179,Terry Rozier,MIA,31,31.5,16.4,4.2,4.6,1.0,0.3,2,,,False,False,False,False
2023-24,1628418,Thomas Bryant,MIA,38,11.6,5.7,3.7,0.6,0.3,0.4,31,,,False,False,False,False
2023-24,1629639,Tyler Herro,MIA,42,33.5,20.8,5.3,4.5,0.7,0.1,14,,,False,False,False,False
