team,player_id,player,listed_numbers,verified_final_jersey,source,status
MIL,1631250,Pete Nance,35,35,https://www.basketball-reference.com/teams/MIL/2026.html,VERIFIED
MIL,1631157,Ryan Rollins,13,13,https://www.basketball-reference.com/teams/MIL/2026.html,VERIFIED
MIL,1627752,Taurean Prince,12,12,https://www.basketball-reference.com/teams/MIL/2026.html,VERIFIED
MIN,1630162,Anthony Edwards,5,5,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,1630245,Ayo Dosunmu,13,13,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,1630538,Bones Hyland,8,8,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,1628978,Donte DiVincenzo,0,0,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,1630183,Jaden McDaniels,3,3,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,1641740,Jaylen Clark,22,22,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,203944,Julius Randle,30,30,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,203937,Kyle Anderson,12,12,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,201144,Mike Conley,10,10,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,1629675,Naz Reid,11,11,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,203497,Rudy Gobert,27,27,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
MIN,1630545,Terrence Shannon Jr.,1,1,https://www.basketball-reference.com/teams/MIN/2026.html,VERIFIED
NOP,1631121,Bryce McGowens,11,11,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1642852,Derik Queen,22,22,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1630529,Herbert Jones,2,2,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1642847,Jeremiah Fears,0,0,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1641722,Jordan Hawkins,24,24,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1629673,Jordan Poole,3,3,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1630631,Jose Alvarado,15,15,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1631255,Karlo Matković,17,17,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1626172,Kevon Looney,55,55,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1642877,Micah Peavy,14,14,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1630180,Saddiq Bey,41,41,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1630530,Trey Murphy III,25,25,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1642274,Yves Missi,21,21,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NOP,1629627,Zion Williamson,1,1,https://www.basketball-reference.com/teams/NOP/2026.html,VERIFIED
NYK,1628973,Jalen Brunson,11,11,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,203903,Jordan Clarkson,0,0,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1630631,Jose Alvarado,5,5,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1628404,Josh Hart,3,3,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1626157,Karl-Anthony Towns,32,32,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1629013,Landry Shamet,44,44,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1628969,Mikal Bridges,25,25,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1630540,Miles McBride,2,2,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1629011,Mitchell Robinson,23,23,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1628384,OG Anunoby,8,8,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
NYK,1642278,Tyler Kolek,13,13,https://www.basketball-reference.com/teams/NYK/2026.html,VERIFIED
OKC,1630598,Aaron Wiggins,21,21,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1642349,Ajay Mitchell,25,25,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1627936,Alex Caruso,9,9,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1642382,Branden Carlson,15,15,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1641717,Cason Wallace,22,22,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1631096,Chet Holmgren,7,7,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1628392,Isaiah Hartenstein,55,55,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1630198,Isaiah Joe,11,11,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1631114,Jalen Williams,8,8,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1642272,Jared McCain,3,3,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1631119,Jaylin Williams,6,6,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1629026,Kenrich Williams,34,34,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1629652,Luguentz Dort,5,5,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1631172,Ousmane Dieng,13,13,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
OKC,1628983,Shai Gilgeous-Alexander,2,2,https://www.basketball-reference.com/teams/OKC/2026.html,VERIFIED
ORL,1641710,Anthony Black,0,0,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1630217,Desmond Bane,3,3,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1630532,Franz Wagner,22,22,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1629048,Goga Bitadze,35,35,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1630591,Jalen Suggs,4,4,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1631288,Jamal Cain,8,8,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1642859,Jase Richardson,11,11,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1641724,Jett Howard,13,13,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1628975,Jevon Carter,2,2,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1628371,Jonathan Isaac,1,1,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1629021,Moritz Wagner,21,21,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1642869,Noah Penda,93,93,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1631094,Paolo Banchero,5,5,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1641783,Tristan da Silva,23,23,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1626145,Tyus Jones,2,2,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
ORL,1628976,Wendell Carter Jr.,34,34,https://www.basketball-reference.com/teams/ORL/2026.html,VERIFIED
PHI,1641737,Adem Bona,30,30,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,203083,Andre Drummond,1,1,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1626166,Cameron Payne,20,20,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1631230,Dominick Barlow,25,25,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1631133,Jabari Walker,33,33,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1642272,Jared McCain,20,20,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,203954,Joel Embiid,21,21,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1642348,Justin Edwards,11,11,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1626162,Kelly Oubre Jr.,9,9,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,202331,Paul George,8,8,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1629656,Quentin Grimes,5,5,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1630570,Trendon Watford,12,12,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1630178,Tyrese Maxey,0,0,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHI,1642845,VJ Edgecombe,77,77,https://www.basketball-reference.com/teams/PHI/2026.html,VERIFIED
PHX,1629599,Amir Coffey,2,2,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1631221,Collin Gillespie,12,12,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1626164,Devin Booker,1,1,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1628415,Dillon Brooks,3,3,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1628960,Grayson Allen,8,8,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1630224,Jalen Green,4,4,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1631123,Jamaree Bouyea,17,17,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1630692,Jordan Goodwin,23,23,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1631109,Mark Williams,15,15,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1642345,Oso Ighodaro,11,11,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1642853,Rasheer Fleming,20,20,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1626220,Royce O'Neale,0,0,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
PHX,1642346,Ryan Dunn,0,0,https://www.basketball-reference.com/teams/PHO/2026.html,VERIFIED
POR,1631104,Blake Wesley,1,1,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1631126,Caleb Love,2,2,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1630166,Deni Avdija,8,8,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1642270,Donovan Clingan,23,23,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,203924,Jerami Grant,9,9,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,201950,Jrue Holiday,5,5,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1631200,Kris Murray,24,24,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1629680,Matisse Thybulle,4,4,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1641712,Rayan Rupert,21,21,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1629057,Robert Williams III,35,35,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1630703,Scoot Henderson,0,0,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1631101,Shaedon Sharpe,17,17,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1631321,Sidy Cissoko,91,91,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1641739,Toumani Camara,33,33,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
POR,1630249,Vít Krejčí,27,27,https://www.basketball-reference.com/teams/POR/2026.html,VERIFIED
SAC,1631342,Daeqwon Plowden,29,29,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,201942,DeMar DeRozan,10,10,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,203471,Dennis Schröder,17,17,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1642269,Devin Carter,22,22,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1627734,Domantas Sabonis,11,11,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,203926,Doug McDermott,7,7,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1629234,Drew Eubanks,19,19,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1642928,Dylan Cardwell,32,32,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1631099,Keegan Murray,13,13,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1631165,Keon Ellis,23,23,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1630165,Killian Hayes,3,3,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1628370,Malik Monk,0,0,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1642875,Maxime Raynaud,42,42,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1642363,Nique Clifford,5,5,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,1630173,Precious Achiuwa,9,9,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,201566,Russell Westbrook,18,18,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAC,203897,Zach LaVine,8,8,https://www.basketball-reference.com/teams/SAC/2026.html,VERIFIED
SAS,1642868,Carter Bryant,11,11,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1628368,De'Aaron Fox,4,4,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1630170,Devin Vassell,24,24,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1642844,Dylan Harper,2,2,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,203084,Harrison Barnes,40,40,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1631110,Jeremy Sochan,10,10,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1630577,Julian Champagnie,30,30,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1629640,Keldon Johnson,3,3,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1628436,Luke Kornet,7,7,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1642264,Stephon Castle,5,5,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
SAS,1641705,Victor Wembanyama,1,1,https://www.basketball-reference.com/teams/SAS/2026.html,VERIFIED
TOR,1627742,Brandon Ingram,3,3,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1642867,Collin Murray-Boyles,12,12,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1641711,Gradey Dick,1,1,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1630193,Immanuel Quickley,5,5,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1642266,Ja'Kobe Walter,14,14,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1627751,Jakob Poeltl,19,19,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1642347,Jamal Shead,23,23,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1630534,Ochai Agbaji,30,30,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1629628,RJ Barrett,9,9,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1630572,Sandro Mamukelashvili,54,54,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
TOR,1630567,Scottie Barnes,4,4,https://www.basketball-reference.com/teams/TOR/2026.html,VERIFIED
UTA,1642846,Ace Bailey,19,19,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1643016,Bez Mbeng,21,21,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1641729,Brice Sensabaugh,28,28,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1642262,Cody Williams,5,5,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1641989,Elijah Harkless,16,16,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1642268,Isaiah Collier,8,8,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1629723,John Konchar,55,55,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,203994,Jusuf Nurkić,30,30,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,201567,Kevin Love,42,42,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1641718,Keyonte George,3,3,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,203937,Kyle Anderson,2,2,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1642271,Kyle Filipowski,22,22,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1628374,Lauri Markkanen,23,23,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1631131,Oscar Tshiebwe,34,34,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1629004,Svi Mykhailiuk,10,10,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1641707,Taylor Hendricks,0,0,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
UTA,1642383,Walter Clayton Jr.,13,13,https://www.basketball-reference.com/teams/UTA/2026.html,VERIFIED
WAS,1642259,Alex Sarr,20,20,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1630264,Anthony Gill,16,16,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1641731,Bilal Coulibaly,0,0,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1642267,Bub Carrington,7,7,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,203468,CJ McCollum,3,3,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1641715,Cam Whitmore,1,1,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1630557,Corey Kispert,24,24,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1630702,Jaden Hardy,8,8,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1642364,Jamir Watkins,5,5,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1630551,Justin Champagnie,9,9,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,203114,Khris Middleton,22,22,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1642273,Kyshawn George,18,18,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1641778,Leaky Black,14,14,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1628963,Marvin Bagley III,35,35,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1630536,Sharife Cooper,13,13,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1642848,Tre Johnson,12,12,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1641774,Tristan Vukcevic,0,0,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
WAS,1642860,Will Riley,27,27,https://www.basketball-reference.com/teams/WAS/2026.html,VERIFIED
